NBI #,Route,Place,County,FeatureIntersected,FacilityCarried,Location,Built,Reconstructed,Length(m),Suff.Rat.,MaterialDesign,DesignConstruction,Status,FunctionalClass,View
      34 0096,280,San Francisco,San Francisco,'INTERSTATE 280,'PEDESTRIAN WALKWA,'04-SF-280-R1.06-SF,1964,,74,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",623546
      34 0098,280,San Francisco,San Francisco,'ROUTE 280,'20TH STREET,'04-SF-280-R6.39-SF,1968,,241,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",623547
      34 0098,D192,San Francisco,San Francisco,'ROUTE 280,'20TH STREET,'04-SF-280-R6.39-SF,1968,,241,,Concrete continuous,Box Beam or Girders - Multiple,,"Major Collector, Rural",623548
      34 0099,280,San Francisco,San Francisco,'ROUTE 280,'18TH STREET,'04-SF-280-R6.57-SF,1968,,166,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",623549
      34 0099,D192,San Francisco,San Francisco,'ROUTE 280,'18TH STREET,'04-SF-280-R6.57-SF,1968,,166,,Concrete continuous,Box Beam or Girders - Multiple,,"Major Collector, Rural",623550
      34 0100,D141,San Francisco,San Francisco,'CHINA BASIN VIADUCT,'INTERSTATE 280,'04-SF-280-R6.61-SF,1971,,3353,,Concrete continuous,Stringer/Multi-beam or Girder,,"Minor Arterial, Urban",623551
      34 0100,D142,San Francisco,San Francisco,'CHINA BASIN VIADUCT,'INTERSTATE 280,'04-SF-280-R6.61-SF,1971,,3353,,Concrete continuous,Stringer/Multi-beam or Girder,,"Minor Arterial, Urban",623552
      34 0100,D193,San Francisco,San Francisco,'CHINA BASIN VIADUCT,'INTERSTATE 280,'04-SF-280-R6.61-SF,1971,,3353,,Concrete continuous,Stringer/Multi-beam or Girder,,"Minor Arterial, Urban",623553
      34 0102,101,San Francisco,San Francisco,'U.S. HIGHWAY 101,'PEDESTRIAN WALKWA,'04-SF-101-2.61-SF,1968,,138,,Prestressed concrete *,Box Beam or Girders - Single or Spread,,"Principal Arterial - Other Freeways, Urban",623554
      34 0103,101,San Francisco,San Francisco,'ROUTE 101,'BAYSHORE BLVD,'04-SF-101-0.56-SF,1970,,149,,Steel,Stringer/Multi-beam or Girder,,"Principal Arterial - Other Freeways, Urban",623555
      34 0114J,D015,San Francisco,San Francisco,'CESAR CHAVEZ BLVD,'U.S.HIGHWAY 101,'04-SF-101-2.95-SF,1974,,325,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other, Urban",623556
      34 0115K,D015,San Francisco,San Francisco,'POTRERO AVENUE,'CESAR CHVZ OFFRAM,'04-SF-101-2.96-SF,1974,,256,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other, Urban",623557
      34 0118R,80,San Francisco,San Francisco,'W80-FREMONT ST OFF RAMP,'INTERSTATE 80 EB,'04-SF-080-4.95-SF,1935,,114,,Concrete,Stringer/Multi-beam or Girder,,"Principal Arterial - Interstate, Urban",623558
      34 0123L,,San Francisco,San Francisco,'CHINA BASIN  BERRY  6 S,'RTE 280 NB ON-RAM,'04-SF-280-T7.18-SF,1998,,443,,Prestressed concrete continuous *,Box Beam or Girders - Single or Spread,,"Principal Arterial - Other, Urban",623559
      34 0123R,,San Francisco,San Francisco,'CHINA BASIN  BERRY  6 S,'RTE 280 NB OFFRAM,'04-SF-280-T7.18-SF,1998,,421,,Prestressed concrete continuous *,Box Beam or Girders - Single or Spread,,"Principal Arterial - Other, Urban",623560
      34 0126L,,San Francisco,San Francisco,'2ND  3RD AND 4TH STREET,'INTERSTATE 80 WB,'04-SF-080-4.92-SF,2008,,970,,Prestressed concrete continuous *,Box Beam or Girders - Single or Spread,,"Minor Arterial, Urban",623561
      34 0126L,,San Francisco,San Francisco,'2ND  3RD AND 4TH STREET,'INTERSTATE 80 WB,'04-SF-080-4.92-SF,2008,,970,,Prestressed concrete continuous *,Box Beam or Girders - Single or Spread,,"Minor Arterial, Urban",623562
      34 0126R,,San Francisco,San Francisco,'2ND  3RD  AND 4TH,'INTERSTATE 80 EB,'04-SF-080-4.92-SF,2008,,603,,Prestressed concrete continuous *,Box Beam or Girders - Single or Spread,,"Minor Arterial, Urban",623563
      34 0126R,,San Francisco,San Francisco,'2ND  3RD  AND 4TH,'INTERSTATE 80 EB,'04-SF-080-4.92-SF,2008,,603,,Prestressed concrete continuous *,Box Beam or Girders - Single or Spread,,"Minor Arterial, Urban",623564
      34 0127S,,San Francisco,San Francisco,'ESX HARR CLEM FOLSOM 1S,'INTERSTATE RTE 80,'04-SF-080-5.62R-SF,2008,,550,,Prestressed concrete continuous *,Box Beam or Girders - Single or Spread,,"Minor Arterial, Urban",623565
      34 0127S,,San Francisco,San Francisco,'ESX HARR CLEM FOLSOM 1S,'INTERSTATE RTE 80,'04-SF-080-5.62R-SF,2008,,550,,Prestressed concrete continuous *,Box Beam or Girders - Single or Spread,,"Minor Arterial, Urban",623566
      34 0127S,,San Francisco,San Francisco,'ESX HARR CLEM FOLSOM 1S,'INTERSTATE RTE 80,'04-SF-080-5.62R-SF,2008,,550,,Prestressed concrete continuous *,Box Beam or Girders - Single or Spread,,"Minor Arterial, Urban",623567
      34 0127S,,San Francisco,San Francisco,'ESX HARR CLEM FOLSOM 1S,'INTERSTATE RTE 80,'04-SF-080-5.62R-SF,2008,,550,,Prestressed concrete continuous *,Box Beam or Girders - Single or Spread,,"Minor Arterial, Urban",623568
      34 0127S,,San Francisco,San Francisco,'ESX HARR CLEM FOLSOM 1S,'INTERSTATE RTE 80,'04-SF-080-5.62R-SF,2008,,550,,Prestressed concrete continuous *,Box Beam or Girders - Single or Spread,,"Minor Arterial, Urban",623569
      34 0128K,80,San Francisco,San Francisco,'STERLING-E80 BRYANT RNC,'W80 - HARRISON OF,'04-SF-080-5.50L-SF,2008,,218,,Concrete continuous,Box Beam or Girders - Single or Spread,,"Principal Arterial - Interstate, Urban",623570
      34 0129C,,San Francisco,San Francisco,'4TH STREET,'80 WB OFF RAMP,'04-SF-080-4.97-SF,2008,,170,,Prestressed concrete continuous *,Box Beam or Girders - Single or Spread,,"Minor Arterial, Urban",623571
      34 0131L,D008,San Francisco,San Francisco,'280/101 INTERCHANGE,'I 280 S  AU LINE,'04-SF-280-R4.18L-SF,1960,,352,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other, Urban",623572
      34 0131L,D095,San Francisco,San Francisco,'280/101 INTERCHANGE,'I 280 S  AU LINE,'04-SF-280-R4.18L-SF,1960,,352,,Concrete continuous,Box Beam or Girders - Multiple,,"Minor Arterial, Urban",623573
      34 0131L,101,San Francisco,San Francisco,'280/101 INTERCHANGE,'I 280 S  AU LINE,'04-SF-280-R4.18L-SF,1960,,352,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",623574
      34 0132R,D008,San Francisco,San Francisco,'280/101 INTERCHANGE,'I 280 N  AL LINE,'04-SF-280-R4.16R-SF,1960,,348,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other, Urban",623575
      34 0132R,D095,San Francisco,San Francisco,'280/101 INTERCHANGE,'I 280 N  AL LINE,'04-SF-280-R4.16R-SF,1960,,348,,Concrete continuous,Box Beam or Girders - Multiple,,"Minor Arterial, Urban",623576
      34 0132R,101,San Francisco,San Francisco,'280/101 INTERCHANGE,'I 280 N  AL LINE,'04-SF-280-R4.16R-SF,1960,,348,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",623577
      34 0132R,280,San Francisco,San Francisco,'280/101 INTERCHANGE,'I 280 N  AL LINE,'04-SF-280-R4.16R-SF,1960,,348,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",623578
      34 0134G,101,San Francisco,San Francisco,'280/101 INTERCHANGE,'I 280N-101N (RE),'04-SF-280-R4.16R-SF,1960,,566,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",623579
      34 0134G,280,San Francisco,San Francisco,'280/101 INTERCHANGE,'I 280N-101N (RE),'04-SF-280-R4.16R-SF,1960,,566,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",623580
      34 0134G,D014,San Francisco,San Francisco,'280/101 INTERCHANGE,'I 280N-101N (RE),'04-SF-280-R4.16R-SF,1960,,566,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other, Urban",623581
      34 0134G,D101,San Francisco,San Francisco,'280/101 INTERCHANGE,'I 280N-101N (RE),'04-SF-280-R4.16R-SF,1960,,566,,Concrete continuous,Box Beam or Girders - Multiple,,"Minor Arterial, Urban",623582
      34 0134G,,San Francisco,San Francisco,'280/101 INTERCHANGE,'I 280N-101N (RE),'04-SF-280-R4.16R-SF,1960,,566,,Concrete continuous,Box Beam or Girders - Multiple,,"Minor Arterial, Urban",623583
      34 0134G,101,San Francisco,San Francisco,'280/101 INTERCHANGE,'I 280N-101N (RE),'04-SF-280-R4.16R-SF,1960,,566,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",623584
      34 0134G,280,San Francisco,San Francisco,'280/101 INTERCHANGE,'I 280N-101N (RE),'04-SF-280-R4.16R-SF,1960,,566,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",623585
      34 0134G,,San Francisco,San Francisco,'280/101 INTERCHANGE,'I 280N-101N (RE),'04-SF-280-R4.16R-SF,1960,,566,,Concrete continuous,Box Beam or Girders - Multiple,,"Minor Arterial, Urban",623586
      34 0134G,101,San Francisco,San Francisco,'280/101 INTERCHANGE,'I 280N-101N (RE),'04-SF-280-R4.16R-SF,1960,,566,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",623587
      34 0135G,101,San Francisco,San Francisco,'280/101 INTERCHANGE,'US101N-I 280S (WL,'04-SF-101-1.79-SF,1960,,481,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",623588
      34 0135G,,San Francisco,San Francisco,'280/101 INTERCHANGE,'US101N-I 280S (WL,'04-SF-101-1.79-SF,1960,,481,,Concrete continuous,Box Beam or Girders - Multiple,,"Minor Arterial, Urban",623589
      34 0135G,D095,San Francisco,San Francisco,'280/101 INTERCHANGE,'US101N-I 280S (WL,'04-SF-101-1.79-SF,1960,,481,,Concrete continuous,Box Beam or Girders - Multiple,,"Minor Arterial, Urban",623590
      34 0136G,101,San Francisco,San Francisco,'280/101 INTERCHANGE,'280N - 101S (WU),'04-SF-101-1.79-SF,1960,,608,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",623591
      34 0136G,,San Francisco,San Francisco,'280/101 INTERCHANGE,'280N - 101S (WU),'04-SF-101-1.79-SF,1960,,608,,Concrete continuous,Box Beam or Girders - Multiple,,"Minor Arterial, Urban",623592
      34 0136G,280,San Francisco,San Francisco,'280/101 INTERCHANGE,'280N - 101S (WU),'04-SF-101-1.79-SF,1960,,608,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",623593
      34 0136G,D095,San Francisco,San Francisco,'280/101 INTERCHANGE,'280N - 101S (WU),'04-SF-101-1.79-SF,1960,,608,,Concrete continuous,Box Beam or Girders - Multiple,,"Minor Arterial, Urban",623594
      34 0138C,,San Francisco,San Francisco,'4TH STREET,'80 EB ONRAMP,'04-SF-080-4.97-SF,2008,,170,,Prestressed concrete continuous *,Box Beam or Girders - Single or Spread,,"Minor Arterial, Urban",623595
      34 0139,101,San Francisco,San Francisco,'SB 101 OFF-RMP TO CS.CH,'BIKE & PEDESTRIAN,'04-SF-101-2.91-SF,2004,,90,,Prestressed concrete *,Slab,,"Principal Arterial - Other Freeways, Urban",623596
      34 0155L,1,San Francisco,San Francisco,'101 NB - 1 SB CONNECTOR,'ROUTE 101 SB,'04-SF-101-R9.58-SF,2011,,13,,Concrete,Slab,,"Principal Arterial - Other Freeways, Urban",623597
      34 0155R,101,San Francisco,San Francisco,'101 NB - 1 SB CONNECTOR,'ROUTE 101 NB,'04-SF-101-R9.48-SF,2015,,13,,Concrete,Slab,,"Principal Arterial - Other Freeways, Urban",623598
      34 0157L,1,San Francisco,San Francisco,'RTE 1 RMPS CRISSY COWLE,'ROUTE 101 SOUTH,'04-SF-101-R9.35-SF,2012,,408,,Prestressed concrete continuous *,Box Beam or Girders - Single or Spread,,"Principal Arterial - Other Freeways, Urban",623599
      34 0157R,1,San Francisco,San Francisco,'RTE 1N  LINCOLN MCDOWEL,'ROUTE 101 NORTH,'04-SF-101-R9.18-SF,2015,,426,,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",623600
      34 0159G,1,San Francisco,San Francisco,'STATE ROUTE 1,'101N -1S CONNECTO,'04-SF-101-R9.40-SF,2015,,61,,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",623601
      34 0160G,,San Francisco,San Francisco,'LINCOLN BLVD,'1NB-101S CONNECTO,'04-SF-001-7.00-SF,2012,,165,,Prestressed concrete continuous *,Box Beam or Girders - Single or Spread,,"Collector, Urban",623602
      34 0177,,San Francisco,San Francisco,'13TH ST MISSION &OTIS S,'U.S. ROUTE 101,'04-SF-101-R4.74-SF,2005,,434,,Steel continuous,Girder and Floorbeam System,,"Principal Arterial - Other, Urban",623603
      34 0177,,San Francisco,San Francisco,'13TH ST MISSION &OTIS S,'U.S. ROUTE 101,'04-SF-101-R4.74-SF,2005,,434,,Steel continuous,Girder and Floorbeam System,,"Principal Arterial - Other, Urban",623604
      34 0177,,San Francisco,San Francisco,'13TH ST MISSION &OTIS S,'U.S. ROUTE 101,'04-SF-101-R4.74-SF,2005,,434,,Steel continuous,Girder and Floorbeam System,,"Minor Arterial, Urban",623605
      34 0177,,San Francisco,San Francisco,'13TH ST MISSION &OTIS S,'U.S. ROUTE 101,'04-SF-101-R4.74-SF,2005,,434,,Steel continuous,Girder and Floorbeam System,,"Minor Arterial, Urban",623606
      34 0177,,San Francisco,San Francisco,'13TH ST MISSION &OTIS S,'U.S. ROUTE 101,'04-SF-101-R4.74-SF,2005,,434,,Steel continuous,Girder and Floorbeam System,,"Principal Arterial - Other, Urban",623607
      34C0002,,San Francisco,San Francisco,'CESAR CHAVEZ ST,'CALTRAIN & UP RR,'W/O SR 280,1936,,23,,Steel,Girder and Floorbeam System,,"Principal Arterial - Other, Urban",623608
      34C0014,,San Francisco,San Francisco,'SAN JOSE AVE,'PEDESTRIAN WALKWA,'OVER SAN JOSE AVE,1963,,40,,Concrete continuous,Tee Beam,,"Principal Arterial - Other, Urban",623609
      34C0015,,San Francisco,San Francisco,'SAN JOSE AVE,'RICHLAND AVE,'SOUTH OF 34C0016,1927,,72,,Concrete continuous,Tee Beam,,"Principal Arterial - Other, Urban",623610
      34C0016,,San Francisco,San Francisco,'SAN JOSE AVE,'HIGHLAND AVE,'NORTH OF 34C0015,1930,,63,,Concrete continuous,Tee Beam,,"Principal Arterial - Other, Urban",623611
      34C0017,,San Francisco,San Francisco,'BOSWORTH STREET,'PEDESTRIAN WALKWA,'OVER BOSWORTH STREET,1965,,31,,Concrete continuous,Tee Beam,,"Principal Arterial - Other, Urban",623612
      34C0018,,San Francisco,San Francisco,'CESAR CHAVEZ ST,'PEDESTRIAN WALKWA,'OVER ARMY STREET,1972,,46,,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Other, Urban",623613
      34C0021,,San Francisco,San Francisco,'CESAR CHAVEZ ST,'POTRERO AVE,'OVER CESAR CHAVEZ ST,1974,,31,,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Other, Urban",623614
      34C0031,,San Francisco,San Francisco,'MARKET STREET,'PEDESTRIAN WALKWA,'OVER MARKET ST,1958,,30,,Concrete continuous,Tee Beam,,"Principal Arterial - Other, Urban",623615
      34C0033,,San Francisco,San Francisco,'MARKET STREET,'PEDESTRIAN WALKWA,'OVER MARKET STREET,1958,,31,,Concrete,Stringer/Multi-beam or Girder,,"Principal Arterial - Other, Urban",623616
      34C0035,,San Francisco,San Francisco,'BROADWAY,'HYDE ST,'OVER BROADWAY,1952,,20,,Concrete continuous,Tee Beam,,"Principal Arterial - Other, Urban",623617
      34C0037,,San Francisco,San Francisco,'BROADWAY,'MASON ST,'OVER BROADWAY,1952,,20,,Concrete continuous,Tee Beam,,"Principal Arterial - Other, Urban",623618
      34C0038,,San Francisco,San Francisco,'BROADWAY,'PUBLIC HEALTH CNT,'NEAR MASON ST,1965,,19,,Concrete,Frame (except frame culverts),,"Principal Arterial - Other, Urban",623619
      34C0039,,San Francisco,San Francisco,'PORTOLA DRIVE,'PEDESTRIAN WALKWA,'OVER PORTOLA DRIVE,1971,,33,,Concrete continuous,Stringer/Multi-beam or Girder,,"Principal Arterial - Other, Urban",623620
      34C0040,,San Francisco,San Francisco,'GEARY BLVD,'MASONIC &  PRESDI,'GEARY @ MASONIC & PRESID,1973,,17,,Concrete,Box Beam or Girders - Single or Spread,,"Principal Arterial - Other, Urban",623621
      34C0041,,San Francisco,San Francisco,'GEARY BLVD,'PEDESTRIAN WALKWA,'OVER GEARY BLVD,1960,,50,,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Other, Urban",623622
      34C0042,,San Francisco,San Francisco,'GEARY BLVD,'FILLMORE ST,'OVER GEARY BLVD,1961,,28,,Prestressed concrete *,Tee Beam,,"Principal Arterial - Other, Urban",623623
      34C0043,,San Francisco,San Francisco,'GEARY BLVD,'PEDESTRIAN WALKWA,'OVER GEARY BLVD,1966,,40,,Prestressed concrete *,Slab,,"Principal Arterial - Other, Urban",623624
      34C0047,,San Francisco,San Francisco,'JAMESTOWN WAY,'PEDESTRIAN WALKWA,'NEAR CANDLESTICK,1969,,28,,Concrete,Box Beam or Girders - Single or Spread,,"Collector, Urban",623625
      34C0048,,San Francisco,San Francisco,'HARNEY WAY,'PEDESTRIAN WALKWA,'NEAR CANDLESTICK PARK,1969,,25,,Concrete,Box Beam or Girders - Multiple,,"Minor Arterial, Urban",623626
      34C0051,,San Francisco,San Francisco,'QUINT STREET,'CALTRAIN & UP RR,'BETW JERROLD/OAKDALE,1909,,17,,Steel,Stringer/Multi-beam or Girder,,"Minor Arterial, Urban",623627
      34C0052,,San Francisco,San Francisco,'JERROLD AVENUE,'CALTRAIN & UP RR,'BETW QUINT/ST 280,1907,,27,,Steel,Girder and Floorbeam System,,"Collector, Urban",623628
      34C0053,,San Francisco,San Francisco,'EVANS AVENUE,'CALTRAIN & UP RR,'AT SR 280,1964,,30,,Steel,Girder and Floorbeam System,,"Principal Arterial - Other, Urban",623629
      34C0057,,San Francisco,San Francisco,'BEALE STREET,'HARRISON STREET,'OVER BEAGLE ST,1936,,55,,Concrete continuous,Tee Beam,,"Minor Arterial, Urban",623630
      34C0060,,San Francisco,San Francisco,'WASHINGTON ST,'PEDESTRIAN WALKWA,'OVER WASHINGTON ST,1967,,23,,Concrete,Box Beam or Girders - Multiple,,"Minor Arterial, Urban",623631
      34C0061,,San Francisco,San Francisco,'WASHINGTON ST,'PEDESTRIAN WALKWA,'OVER WASHINGTON ST,1967,,23,,Concrete,Box Beam or Girders - Multiple,,"Minor Arterial, Urban",623632
      34C0063,,San Francisco,San Francisco,'SUNSET BLVD,'LINCOLN WAY,'OVER SUNSET BLVD,1931,,73,,Concrete continuous,Tee Beam,,"Principal Arterial - Other, Urban",623633
      34C0064,,San Francisco,San Francisco,'BROTHERHOOD WY,'PEDESTRIAN WALKWA,'OVER BROTHERHOOD WAY,1960,,27,,Prestressed concrete *,Tee Beam,,"Minor Arterial, Urban",623634
      34C0066,,San Francisco,San Francisco,'OCEAN AVE,'PEDESTRIAN WALKWA,'OVER OCEAN AVE,1977,,69,,Concrete,Box Beam or Girders - Multiple,,"Principal Arterial - Other, Urban",623635
      34C0069,,San Francisco,San Francisco,'CLARENDON AVE,'PEDESTRIAN WALKWA,'0.1 MI N OLYMPIA ON CL A,1962,,105,,Prestressed concrete *,Stringer/Multi-beam or Girder,,"Minor Arterial, Urban",623636
      34C0071,,San Francisco,San Francisco,'GILMAN AVE,'PEDESTRIAN WALKWA,'0.1 MI NW GIL AVE GRIF S,1970,,100,,Concrete continuous,Box Beam or Girders - Multiple,,"Minor Arterial, Urban",623637
      25 0010,50,South Lake Tahoe,El Dorado,'UPPER TRUCKEE RIVER,'US HIGHWAY 50,'03-ED-050-76.41-SLTO,1995,0,40,84.6,Concrete continuous,Slab,,"Principal Arterial - Other, Urban",45056
      25 0013,50,South Lake Tahoe,El Dorado,'TROUT CREEK,'US HIGHWAY 50,'03-ED-050-77.33-SLTO,1995,0,24,84.6,Concrete continuous,Slab,,"Principal Arterial - Other, Urban",45058
      25 0052,50,Placerville,El Dorado,'LOCUST AVE,'U.S. HIGHWAY 50,'03-ED-050-18.30-PLCR,1954,0,12,88.4,Concrete,Slab,Functionally Obsolete,"Principal Arterial - Other Freeways, Urban",45071
      25 0053,50,Placerville,El Dorado,'MOSQUITO RD & RAVINE,'U.S. HIGHWAY 50,'03-ED-050-18.52-PLCR,1954,0,31,71.1,Concrete continuous,Slab,Functionally Obsolete,"Principal Arterial - Other Freeways, Urban",45072
      25 0055,50,Placerville,El Dorado,'CLAY STREET,'U.S. HIGHWAY 50,'03-ED-050-18.16-PLCR,1955,0,14,65.2,Concrete,Slab,Functionally Obsolete,"Principal Arterial - Other Freeways, Urban",45073
      25 0058,49,Placerville,El Dorado,'HANGTOWN CREEK,'STATE ROUTE 49,'03-ED-049-14.84-PLCR,1955,2010,7,77.8,Concrete,Slab,,"Principal Arterial - Other, Urban",45075
      25 0062,50,Placerville,El Dorado,'POINT VIEW DRIVE,'U.S. HIGHWAY 50,'03-ED-050-20.30-PLCR,1961,0,38,96,Concrete,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",45077
      25 0063,50,Placerville,El Dorado,'SCHNELL SCHOOL ROAD,'U.S. HIGHWAY 50,'03-ED-050-19.12-PLCR,1961,0,44,93.9,Concrete,Tee Beam,Functionally Obsolete,"Principal Arterial - Other Freeways, Urban",45078
      25 0064,50,Placerville,El Dorado,'SMITH FLAT ROAD,'U.S. HIGHWAY 50,'03-ED-050-19.61-PLCR,1961,0,65,79,Concrete continuous,Tee Beam,Functionally Obsolete,"Principal Arterial - Other Freeways, Urban",45079
      25 0066,,Placerville,El Dorado,'US HIGHWAY 50,'CARSON ROAD,'03-ED-050-18.76-PLCR,1961,0,53,91.2,Concrete continuous,Box Beam or Girders - Multiple,Functionally Obsolete,"Collector, Urban",45081
      25 0067,,Placerville,El Dorado,'US HIGHWAY 50,'FORNI RD,'03-ED-050-15.83-PLCR,1963,0,68,87.9,Concrete continuous,Box Beam or Girders - Multiple,,"Minor Arterial, Urban",45082
      25C0006,,Placerville,El Dorado,'HANGTOWN CREEK,'CENTER ST,'AT SR 50,1924,1955,8,78.1,Concrete,Tee Beam,,"Collector, Urban",45119
      25C0010,,Placerville,El Dorado,'HANGTOWN CREEK,'CANAL ST,'50 FEET SOUTH OF U.S. 50,1954,2009,9,94.5,Concrete,Slab,,"Collector, Urban",45120
      25C0012,,Placerville,El Dorado,'HANGTOWN CREEK,'BLAIRS LANE,'150' S/O BROADWAY,1953,0,9,65.7,Steel,Stringer/Multi-beam or Girder,Functionally Obsolete,"Local, Urban",45121
      25C0029,,Placerville,El Dorado,'HANGTOWN CREEK,'PLACERVILLE DR,'0.3 MI W COLD SPRINGS RD,1930,0,14,74.9,Concrete,Tee Beam,Functionally Obsolete,"Minor Arterial, Urban",45131
      25C0062,,South Lake Tahoe,El Dorado,'BOAT RAMP,'HARRISON AVE,'1/8 MI E OF S.H. 50,1975,0,9,81.8,Concrete continuous,Frame (except frame culverts),Functionally Obsolete,"Minor Arterial, Urban",45152
      25C0117,,Placerville,El Dorado,'HANGTOWN CREEK,'CLAY ST,'150 FEET NORTH OF MAIN S,1940,0,10,65.6,Concrete,Arch - Deck,Functionally Obsolete,"Minor Arterial, Urban",45192
      25C0118,,Placerville,El Dorado,'HANGTOWN CREEK,'PIERROZ RD,'0.1 MI E PLACERVILLE DR,1950,0,12,72.6,Steel,Arch - Deck,Functionally Obsolete,"Minor Arterial, Urban",45193
      25C0120,,South Lake Tahoe,El Dorado,'VENICE BRIDGE (WIER),'VENICE DR,'0.1 MI EST OF CHRISTIE D,1967,0,27,77.9,Prestressed concrete *,Slab,,"Local, Rural",45195
      25C0129,,Placerville,El Dorado,'HANGTOWN CREEK,'BEDFORD AVE,'50' SOUTH OF US 50,2009,0,8,98.1,Concrete,Slab,,"Collector, Urban",45202
      25 0050,50,Placerville,El Dorado,'U.S. HIGHWAY 50,'PEDESTRIAN WALKWA,'03-ED-050-17.78-PLCR,1955,,51,,Steel,Stringer/Multi-beam or Girder,,"Principal Arterial - Other Freeways, Urban",622234
      25 0053,,Placerville,El Dorado,'MOSQUITO RD & RAVINE,'U.S. HIGHWAY 50,'03-ED-050-18.52-PLCR,1954,,31,,Concrete continuous,Slab,,"Minor Arterial, Urban",622235
      25 0055,,Placerville,El Dorado,'CLAY STREET,'U.S. HIGHWAY 50,'03-ED-050-18.16-PLCR,1955,,14,,Concrete,Slab,,"Minor Arterial, Urban",622236
      25 0062,,Placerville,El Dorado,'POINT VIEW DRIVE,'U.S. HIGHWAY 50,'03-ED-050-20.30-PLCR,1961,,38,,Concrete,Box Beam or Girders - Multiple,,"Collector, Urban",622237
      25 0063,,Placerville,El Dorado,'SCHNELL SCHOOL ROAD,'U.S. HIGHWAY 50,'03-ED-050-19.12-PLCR,1961,,44,,Concrete,Tee Beam,,"Collector, Urban",622238
      25 0064,,Placerville,El Dorado,'SMITH FLAT ROAD,'U.S. HIGHWAY 50,'03-ED-050-19.61-PLCR,1961,,65,,Concrete continuous,Tee Beam,,"Collector, Urban",622239
      25 0066,50,Placerville,El Dorado,'US HIGHWAY 50,'CARSON ROAD,'03-ED-050-18.76-PLCR,1961,,53,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",622241
      25 0067,50,Placerville,El Dorado,'US HIGHWAY 50,'FORNI RD,'03-ED-050-15.83-PLCR,1963,,68,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",622242
      25 0118,50,Placerville,El Dorado,'U.S. HIGHWAY 50,'PEDESTRIAN WALKWA,'03-ED-050-21.13-PLCR,2000,,119,,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other, Urban",622253
      25C0065,,Placerville,El Dorado,'SCHNELL SCHOOL RD,'BIKE PATH,'JUST N/O SR 50,1970,,20,,Concrete,Box Beam or Girders - Multiple,,"Minor Arterial, Urban",622267
        TRAC-70,,Tracy,San Joaquin,'Delta Mendota Canal,'Farm Bridge,'1.6 KM NW OF LAMMERS RD,1951,1964,32,86.5,Wood or Timber,Stringer/Multi-beam or Girder,Functionally Obsolete,"Local, Rural",38733
       TRAC-069,,Tracy,San Joaquin,'Delta Mendota Canal,'Farm Bridge,'1 Km SE OF MOUNTAIN HOUS,1951,1964,32,86.5,Wood or Timber,Stringer/Multi-beam or Girder,Functionally Obsolete,"Local, Rural",38740
       TRAC-071,,Tracy,San Joaquin,'Delta-Mendota Canal,'Farm Bridge,'1.45 KM E OF CO HWY J2,1951,1964,32,86.5,Wood or Timber,Stringer/Multi-beam or Girder,Functionally Obsolete,"Local, Rural",38741
